насладиться	positive	
наслаждаться	positive	
нормализоваться	positive	
нормализовывать	positive	
нормализовываться	positive	
нравиться	positive	
обвыкнуть	positive	
облегчать	positive	
облегчаться	positive	
облегчить	positive	
облегчиться	positive	
обнимать	positive	
ободрить	positive	
ободриться	positive	
ободрять	positive	
ободряться	positive	
обрадоваться	positive	
образумить	positive	
образумиться	positive	
образумливать	positive	
образумливаться	positive	
одобрить	positive	
одобрять	positive	
одуматься	positive	
одумываться	positive	
оживать	positive	
оживить	positive	
оживиться	positive	
оживлять	positive	
оживляться	positive	
ожить	positive	
оздоравливаться	positive	
оздоровить	positive	
оздоровлять	positive	
оклематься	positive	
окрепнуть	positive	
окрылиться	positive	
окрыляться	positive	
опамятоваться	positive	
опомниться	positive	
оптимизировать	positive	
осваиваться	positive	
освоиться	positive	
осознавать	positive	
осознать	positive	
осчастливить	positive	
осчастливливать	positive	
отоспаться	positive	
отрезветь	positive	
отрезвить	positive	
отрезвлять	positive	
отсыпаться	positive	
повеселить	positive	
повеселиться	positive	
подбадривать	positive	
подбодрить	positive	
подбодрять	positive	
подружиться	positive	
подсобить	positive	
подсоблять	positive	
подфартить	positive	
полегчать	positive	
полюбить	positive	
полюбиться	positive	
полюбоваться	positive	
помогать	positive	
помочь	positive	
понаслаждаться	positive	
понимать	positive	
понравиться	positive	
понять	positive	
попривыкнуть	positive	
популяризировать	positive	
популяризовать	positive	
порадоваться	positive	
пособить	positive	
пособлять	positive	
посочувствовать	positive	
посчастливиться	positive	
поумнеть	positive	
похорошеть	positive	
почитаться	positive	
приглянуться	positive	
пригодиться	positive	
пригождаться	positive	
приободрить	positive	
приободриться	positive	
приободрять	positive	
приободряться	positive	
проникаться	positive	
проникнуться	positive	
просиять	positive	
прослезиться	positive	
процветать	positive	
радовать	positive	
радоваться	positive	
развеселить	positive	
разулыбаться	positive	
релаксировать	positive	
самосовершенствоваться	positive	
сгодиться	positive	
сдружиться	positive	
сживаться	positive	
сжиться	positive	
симпатизировать	positive	
славиться	positive	
снискать	positive	
сознавать	positive	
сознать	positive	
сопереживать	positive	
сопережить	positive	
сострадать	positive	
сочувствовать	positive	
спасать	positive	
торжествовать	positive	
трезветь	positive	
увеселять	positive	
увлекать	positive	
удаваться	positive	
удаться	positive	
украсить	positive	
украшать	positive	
уладиться	positive	
улаживаться	positive	
улучшать	positive	
улучшаться	positive	
улучшить	positive	
улучшиться	positive	
улыбаться	positive	
улыбнуть	positive	
улыбнуться	positive	
умнеть	positive	
уразумевать	positive	
уразуметь	positive	
успокаивать	positive	
успокаиваться	positive	
успокоить	positive	
успокоиться	positive	
устаканиваться	positive	
устаканиться	positive	
утешиться	positive	
фартить	positive	
хорошеть	positive	
ценить	positive	
чтить	positive	
